antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'soda'}),"frozenset({'beer', 'bread'})",0.525,0.675,0.4,0.7619047619047619,1.128747795414462,1.0,0.04562499999999997,1.3649999999999995,0.24013157894736828,0.49999999999999994,0.26739926739926717,0.6772486772486772
"frozenset({'banana', 'beer'})",frozenset({'milk'}),0.275,0.725,0.225,0.8181818181818181,1.128526645768025,1.0,0.02562500000000001,1.5124999999999995,0.15708812260536403,0.2903225806451613,0.3388429752066114,0.5642633228840125
frozenset({'eggs'}),frozenset({'milk'}),0.275,0.725,0.225,0.8181818181818181,1.128526645768025,1.0,0.02562500000000001,1.5124999999999995,0.15708812260536403,0.2903225806451613,0.3388429752066114,0.5642633228840125
"frozenset({'beer', 'diapers', 'chips', 'bread'})",frozenset({'milk'}),0.275,0.725,0.225,0.8181818181818181,1.128526645768025,1.0,0.02562500000000001,1.5124999999999995,0.15708812260536403,0.2903225806451613,0.3388429752066114,0.5642633228840125
frozenset({'diapers'}),"frozenset({'chips', 'beer'})",0.7,0.475,0.375,0.5357142857142857,1.1278195488721805,1.0,0.04250000000000004,1.1307692307692307,0.37777777777777805,0.4687500000000001,0.11564625850340136,0.6625939849624061
"frozenset({'chips', 'beer'})",frozenset({'diapers'}),0.475,0.7,0.375,0.7894736842105263,1.1278195488721805,1.0,0.04250000000000004,1.4250000000000003,0.21587301587301605,0.4687500000000001,0.29824561403508787,0.6625939849624061
"frozenset({'beer', 'pasta'})",frozenset({'bread'}),0.25,0.8,0.225,0.9,1.125,1.0,0.024999999999999994,2.0,0.1481481481481481,0.2727272727272727,0.5,0.590625
"frozenset({'diapers', 'soda', 'chips', 'beer'})",frozenset({'bread'}),0.25,0.8,0.225,0.9,1.125,1.0,0.024999999999999994,2.0,0.1481481481481481,0.2727272727272727,0.5,0.590625
"frozenset({'apple', 'milk'})",frozenset({'bread'}),0.25,0.8,0.225,0.9,1.125,1.0,0.024999999999999994,2.0,0.1481481481481481,0.2727272727272727,0.5,0.590625
"frozenset({'diapers', 'soda', 'chips', 'milk'})",frozenset({'bread'}),0.25,0.8,0.225,0.9,1.125,1.0,0.024999999999999994,2.0,0.1481481481481481,0.2727272727272727,0.5,0.590625
"frozenset({'milk', 'diapers', 'chips', 'bread'})",frozenset({'beer'}),0.25,0.8,0.225,0.9,1.125,1.0,0.024999999999999994,2.0,0.1481481481481481,0.2727272727272727,0.5,0.590625
"frozenset({'soda', 'chips'})","frozenset({'diapers', 'milk', 'bread'})",0.4,0.5,0.225,0.5625,1.125,1.0,0.024999999999999994,1.1428571428571428,0.18518518518518512,0.3333333333333333,0.125,0.50625
"frozenset({'beer', 'diapers', 'chips', 'milk'})",frozenset({'bread'}),0.25,0.8,0.225,0.9,1.125,1.0,0.024999999999999994,2.0,0.1481481481481481,0.2727272727272727,0.5,0.590625
"frozenset({'rice', 'bread'})",frozenset({'beer'}),0.25,0.8,0.225,0.9,1.125,1.0,0.024999999999999994,2.0,0.1481481481481481,0.2727272727272727,0.5,0.590625
"frozenset({'diapers', 'milk', 'pasta'})",frozenset({'beer'}),0.25,0.8,0.225,0.9,1.125,1.0,0.024999999999999994,2.0,0.1481481481481481,0.2727272727272727,0.5,0.590625
"frozenset({'diapers', 'soda', 'chips', 'bread'})",frozenset({'beer'}),0.25,0.8,0.225,0.9,1.125,1.0,0.024999999999999994,2.0,0.1481481481481481,0.2727272727272727,0.5,0.590625
"frozenset({'diapers', 'milk', 'pasta'})",frozenset({'bread'}),0.25,0.8,0.225,0.9,1.125,1.0,0.024999999999999994,2.0,0.1481481481481481,0.2727272727272727,0.5,0.590625
"frozenset({'diapers', 'beer', 'pasta'})",frozenset({'bread'}),0.25,0.8,0.225,0.9,1.125,1.0,0.024999999999999994,2.0,0.1481481481481481,0.2727272727272727,0.5,0.590625
"frozenset({'diapers', 'cereal'})",frozenset({'beer'}),0.25,0.8,0.225,0.9,1.125,1.0,0.024999999999999994,2.0,0.1481481481481481,0.2727272727272727,0.5,0.590625
"frozenset({'diapers', 'soda', 'milk', 'beer'})",frozenset({'bread'}),0.25,0.8,0.225,0.9,1.125,1.0,0.024999999999999994,2.0,0.1481481481481481,0.2727272727272727,0.5,0.590625
"frozenset({'milk', 'banana'})",frozenset({'bread'}),0.25,0.8,0.225,0.9,1.125,1.0,0.024999999999999994,2.0,0.1481481481481481,0.2727272727272727,0.5,0.590625
"frozenset({'milk', 'banana'})",frozenset({'beer'}),0.25,0.8,0.225,0.9,1.125,1.0,0.024999999999999994,2.0,0.1481481481481481,0.2727272727272727,0.5,0.590625
"frozenset({'milk', 'cereal', 'bread'})",frozenset({'beer'}),0.25,0.8,0.225,0.9,1.125,1.0,0.024999999999999994,2.0,0.1481481481481481,0.2727272727272727,0.5,0.590625
"frozenset({'beer', 'cereal', 'milk'})",frozenset({'bread'}),0.25,0.8,0.225,0.9,1.125,1.0,0.024999999999999994,2.0,0.1481481481481481,0.2727272727272727,0.5,0.590625
"frozenset({'diapers', 'bread', 'pasta'})",frozenset({'beer'}),0.25,0.8,0.225,0.9,1.125,1.0,0.024999999999999994,2.0,0.1481481481481481,0.2727272727272727,0.5,0.590625
"frozenset({'diapers', 'soda', 'chips', 'milk'})",frozenset({'beer'}),0.25,0.8,0.225,0.9,1.125,1.0,0.024999999999999994,2.0,0.1481481481481481,0.2727272727272727,0.5,0.590625
frozenset({'pasta'}),"frozenset({'milk', 'bread'})",0.35,0.7,0.275,0.7857142857142858,1.1224489795918369,1.0,0.030000000000000054,1.4000000000000008,0.16783216783216812,0.3548387096774195,0.28571428571428614,0.5892857142857144
frozenset({'pasta'}),frozenset({'diapers'}),0.35,0.7,0.275,0.7857142857142858,1.1224489795918369,1.0,0.030000000000000054,1.4000000000000008,0.16783216783216812,0.3548387096774195,0.28571428571428614,0.5892857142857144
"frozenset({'beer', 'soda', 'bread'})",frozenset({'milk'}),0.4,0.725,0.325,0.8125,1.120689655172414,1.0,0.03500000000000003,1.4666666666666668,0.17948717948717963,0.40625,0.31818181818181823,0.6303879310344828
"frozenset({'beer', 'soda', 'chips', 'milk'})","frozenset({'diapers', 'bread'})",0.325,0.55,0.2,0.6153846153846154,1.118881118881119,1.0,0.02124999999999999,1.17,0.15740740740740733,0.2962962962962963,0.14529914529914528,0.48951048951048953
frozenset({'cereal'}),"frozenset({'diapers', 'bread'})",0.325,0.55,0.2,0.6153846153846154,1.118881118881119,1.0,0.02124999999999999,1.17,0.15740740740740733,0.2962962962962963,0.14529914529914528,0.48951048951048953
"frozenset({'bread', 'pasta'})","frozenset({'milk', 'beer'})",0.3,0.6,0.2,0.6666666666666667,1.1111111111111114,1.0,0.020000000000000018,1.2000000000000004,0.142857142857143,0.28571428571428575,0.1666666666666669,0.5
frozenset({'butter'}),frozenset({'beer'}),0.225,0.8,0.2,0.888888888888889,1.1111111111111112,1.0,0.01999999999999999,1.8000000000000007,0.12903225806451604,0.24242424242424238,0.44444444444444464,0.5694444444444444
"frozenset({'soda', 'bread'})","frozenset({'diapers', 'milk', 'beer'})",0.45,0.45,0.225,0.5,1.1111111111111112,1.0,0.022499999999999992,1.1,0.18181818181818174,0.3333333333333333,0.09090909090909088,0.5
"frozenset({'banana', 'milk', 'bread'})",frozenset({'beer'}),0.225,0.8,0.2,0.888888888888889,1.1111111111111112,1.0,0.01999999999999999,1.8000000000000007,0.12903225806451604,0.24242424242424238,0.44444444444444464,0.5694444444444444
"frozenset({'soda', 'chips', 'bread', 'diapers', 'milk'})",frozenset({'beer'}),0.225,0.8,0.2,0.888888888888889,1.1111111111111112,1.0,0.01999999999999999,1.8000000000000007,0.12903225806451604,0.24242424242424238,0.44444444444444464,0.5694444444444444
"frozenset({'banana', 'bread'})",frozenset({'beer'}),0.225,0.8,0.2,0.888888888888889,1.1111111111111112,1.0,0.01999999999999999,1.8000000000000007,0.12903225806451604,0.24242424242424238,0.44444444444444464,0.5694444444444444
"frozenset({'diapers', 'milk', 'bread', 'pasta'})",frozenset({'beer'}),0.225,0.8,0.2,0.888888888888889,1.1111111111111112,1.0,0.01999999999999999,1.8000000000000007,0.12903225806451604,0.24242424242424238,0.44444444444444464,0.5694444444444444
"frozenset({'eggs', 'milk', 'bread'})",frozenset({'beer'}),0.225,0.8,0.2,0.888888888888889,1.1111111111111112,1.0,0.01999999999999999,1.8000000000000007,0.12903225806451604,0.24242424242424238,0.44444444444444464,0.5694444444444444
"frozenset({'milk', 'beer', 'pasta'})",frozenset({'bread'}),0.225,0.8,0.2,0.888888888888889,1.1111111111111112,1.0,0.01999999999999999,1.8000000000000007,0.12903225806451604,0.24242424242424238,0.44444444444444464,0.5694444444444444
"frozenset({'diapers', 'milk', 'beer'})","frozenset({'soda', 'bread'})",0.45,0.45,0.225,0.5,1.1111111111111112,1.0,0.022499999999999992,1.1,0.18181818181818174,0.3333333333333333,0.09090909090909088,0.5
"frozenset({'soda', 'beer'})",frozenset({'bread'}),0.45,0.8,0.4,0.888888888888889,1.1111111111111112,1.0,0.03999999999999998,1.8000000000000007,0.1818181818181817,0.4705882352941177,0.44444444444444464,0.6944444444444444
"frozenset({'diapers', 'milk', 'beer', 'pasta'})",frozenset({'bread'}),0.225,0.8,0.2,0.888888888888889,1.1111111111111112,1.0,0.01999999999999999,1.8000000000000007,0.12903225806451604,0.24242424242424238,0.44444444444444464,0.5694444444444444
frozenset({'bread'}),"frozenset({'soda', 'beer'})",0.8,0.45,0.4,0.5,1.1111111111111112,1.0,0.03999999999999998,1.1,0.49999999999999983,0.4705882352941177,0.09090909090909088,0.6944444444444444
"frozenset({'cereal', 'chips'})",frozenset({'beer'}),0.225,0.8,0.2,0.888888888888889,1.1111111111111112,1.0,0.01999999999999999,1.8000000000000007,0.12903225806451604,0.24242424242424238,0.44444444444444464,0.5694444444444444
frozenset({'beer'}),"frozenset({'soda', 'bread'})",0.8,0.45,0.4,0.5,1.1111111111111112,1.0,0.03999999999999998,1.1,0.49999999999999983,0.4705882352941177,0.09090909090909088,0.6944444444444444
"frozenset({'milk', 'chips'})","frozenset({'diapers', 'beer'})",0.375,0.6,0.25,0.6666666666666666,1.1111111111111112,1.0,0.025000000000000022,1.2,0.16000000000000014,0.3448275862068966,0.16666666666666663,0.5416666666666666
"frozenset({'diapers', 'soda'})","frozenset({'milk', 'beer'})",0.375,0.6,0.25,0.6666666666666666,1.1111111111111112,1.0,0.025000000000000022,1.2,0.16000000000000014,0.3448275862068966,0.16666666666666663,0.5416666666666666
"frozenset({'eggs', 'bread'})",frozenset({'beer'}),0.225,0.8,0.2,0.888888888888889,1.1111111111111112,1.0,0.01999999999999999,1.8000000000000007,0.12903225806451604,0.24242424242424238,0.44444444444444464,0.5694444444444444
"frozenset({'soda', 'chips', 'diapers', 'milk', 'beer'})",frozenset({'bread'}),0.225,0.8,0.2,0.888888888888889,1.1111111111111112,1.0,0.01999999999999999,1.8000000000000007,0.12903225806451604,0.24242424242424238,0.44444444444444464,0.5694444444444444
"frozenset({'eggs', 'beer'})",frozenset({'bread'}),0.225,0.8,0.2,0.888888888888889,1.1111111111111112,1.0,0.01999999999999999,1.8000000000000007,0.12903225806451604,0.24242424242424238,0.44444444444444464,0.5694444444444444
frozenset({'soda'}),"frozenset({'milk', 'beer'})",0.525,0.6,0.35,0.6666666666666666,1.1111111111111112,1.0,0.034999999999999976,1.2,0.21052631578947356,0.4516129032258064,0.16666666666666663,0.625
"frozenset({'banana', 'milk', 'beer'})",frozenset({'bread'}),0.225,0.8,0.2,0.888888888888889,1.1111111111111112,1.0,0.01999999999999999,1.8000000000000007,0.12903225806451604,0.24242424242424238,0.44444444444444464,0.5694444444444444
"frozenset({'milk', 'beer'})",frozenset({'soda'}),0.6,0.525,0.35,0.5833333333333334,1.1111111111111112,1.0,0.034999999999999976,1.1400000000000001,0.24999999999999986,0.4516129032258064,0.12280701754385968,0.625
"frozenset({'soda', 'bread'})",frozenset({'beer'}),0.45,0.8,0.4,0.888888888888889,1.1111111111111112,1.0,0.03999999999999998,1.8000000000000007,0.1818181818181817,0.4705882352941177,0.44444444444444464,0.6944444444444444
"frozenset({'eggs', 'milk'})",frozenset({'beer'}),0.225,0.8,0.2,0.888888888888889,1.1111111111111112,1.0,0.01999999999999999,1.8000000000000007,0.12903225806451604,0.24242424242424238,0.44444444444444464,0.5694444444444444
"frozenset({'diapers', 'soda', 'chips'})","frozenset({'beer', 'bread'})",0.3,0.675,0.225,0.75,1.111111111111111,1.0,0.022499999999999992,1.2999999999999998,0.1428571428571428,0.3,0.23076923076923067,0.5416666666666666
"frozenset({'diapers', 'soda', 'milk'})","frozenset({'beer', 'bread'})",0.3,0.675,0.225,0.75,1.111111111111111,1.0,0.022499999999999992,1.2999999999999998,0.1428571428571428,0.3,0.23076923076923067,0.5416666666666666
frozenset({'diapers'}),frozenset({'chips'}),0.7,0.55,0.425,0.6071428571428572,1.103896103896104,1.0,0.03999999999999998,1.1454545454545455,0.31372549019607826,0.5151515151515151,0.12698412698412703,0.6899350649350648
frozenset({'chips'}),frozenset({'diapers'}),0.55,0.7,0.425,0.7727272727272726,1.1038961038961037,1.0,0.03999999999999998,1.3199999999999994,0.20915032679738554,0.5151515151515151,0.2424242424242421,0.6899350649350648
"frozenset({'diapers', 'cereal'})",frozenset({'milk'}),0.25,0.725,0.2,0.8,1.103448275862069,1.0,0.018750000000000017,1.3750000000000004,0.12500000000000008,0.2580645161290323,0.27272727272727293,0.5379310344827586
"frozenset({'rice', 'bread'})",frozenset({'milk'}),0.25,0.725,0.2,0.8,1.103448275862069,1.0,0.018750000000000017,1.3750000000000004,0.12500000000000008,0.2580645161290323,0.27272727272727293,0.5379310344827586
"frozenset({'diapers', 'soda'})",frozenset({'milk'}),0.375,0.725,0.3,0.7999999999999999,1.103448275862069,1.0,0.02812500000000001,1.3749999999999996,0.15000000000000005,0.37499999999999994,0.27272727272727254,0.6068965517241379
"frozenset({'coffee', 'bread'})",frozenset({'milk'}),0.25,0.725,0.2,0.8,1.103448275862069,1.0,0.018750000000000017,1.3750000000000004,0.12500000000000008,0.2580645161290323,0.27272727272727293,0.5379310344827586
"frozenset({'coffee', 'beer', 'bread'})",frozenset({'milk'}),0.25,0.725,0.2,0.8,1.103448275862069,1.0,0.018750000000000017,1.3750000000000004,0.12500000000000008,0.2580645161290323,0.27272727272727293,0.5379310344827586
"frozenset({'diapers', 'chips'})",frozenset({'beer'}),0.425,0.8,0.375,0.8823529411764706,1.102941176470588,1.0,0.034999999999999976,1.6999999999999993,0.16231884057971005,0.4411764705882352,0.4117647058823527,0.6755514705882353
frozenset({'cereal'}),frozenset({'diapers'}),0.325,0.7,0.25,0.7692307692307692,1.0989010989010988,1.0,0.02250000000000002,1.2999999999999998,0.13333333333333344,0.32258064516129037,0.23076923076923064,0.5631868131868132
frozenset({'cereal'}),"frozenset({'milk', 'bread'})",0.325,0.7,0.25,0.7692307692307692,1.0989010989010988,1.0,0.02250000000000002,1.2999999999999998,0.13333333333333344,0.32258064516129037,0.23076923076923064,0.5631868131868132
"frozenset({'soda', 'milk'})",frozenset({'beer'}),0.4,0.8,0.35,0.8749999999999999,1.0937499999999998,1.0,0.029999999999999916,1.5999999999999983,0.14285714285714246,0.4117647058823528,0.3749999999999993,0.6562499999999999
"frozenset({'soda', 'chips'})",frozenset({'beer'}),0.4,0.8,0.35,0.8749999999999999,1.0937499999999998,1.0,0.029999999999999916,1.5999999999999983,0.14285714285714246,0.4117647058823528,0.3749999999999993,0.6562499999999999
"frozenset({'soda', 'chips'})",frozenset({'bread'}),0.4,0.8,0.35,0.8749999999999999,1.0937499999999998,1.0,0.029999999999999916,1.5999999999999983,0.14285714285714246,0.4117647058823528,0.3749999999999993,0.6562499999999999
frozenset({'soda'}),"frozenset({'diapers', 'milk'})",0.525,0.525,0.3,0.5714285714285714,1.0884353741496597,1.0,0.02437499999999998,1.1083333333333332,0.17105263157894723,0.39999999999999997,0.09774436090225554,0.5714285714285714
"frozenset({'diapers', 'milk'})",frozenset({'soda'}),0.525,0.525,0.3,0.5714285714285714,1.0884353741496597,1.0,0.02437499999999998,1.1083333333333332,0.17105263157894723,0.39999999999999997,0.09774436090225554,0.5714285714285714
"frozenset({'soda', 'milk', 'bread'})",frozenset({'beer'}),0.375,0.8,0.325,0.8666666666666667,1.0833333333333333,1.0,0.024999999999999967,1.5,0.12307692307692292,0.38235294117647056,0.3333333333333333,0.6364583333333333
frozenset({'chips'}),frozenset({'beer'}),0.55,0.8,0.475,0.8636363636363635,1.0795454545454544,1.0,0.03499999999999992,1.4666666666666652,0.1637426900584792,0.5428571428571428,0.3181818181818175,0.7286931818181817
frozenset({'beer'}),frozenset({'chips'}),0.8,0.55,0.475,0.5937499999999999,1.0795454545454544,1.0,0.03499999999999992,1.1076923076923073,0.3684210526315782,0.5428571428571428,0.09722222222222189,0.7286931818181817
frozenset({'beer'}),"frozenset({'diapers', 'bread'})",0.8,0.55,0.475,0.5937499999999999,1.0795454545454544,1.0,0.03499999999999992,1.1076923076923073,0.3684210526315782,0.5428571428571428,0.09722222222222189,0.7286931818181817
"frozenset({'diapers', 'bread'})",frozenset({'beer'}),0.55,0.8,0.475,0.8636363636363635,1.0795454545454544,1.0,0.03499999999999992,1.4666666666666652,0.1637426900584792,0.5428571428571428,0.3181818181818175,0.7286931818181817
frozenset({'eggs'}),"frozenset({'beer', 'bread'})",0.275,0.675,0.2,0.7272727272727273,1.0774410774410774,1.0,0.014374999999999971,1.1916666666666667,0.09913793103448257,0.26666666666666666,0.16083916083916078,0.5117845117845118
frozenset({'soda'}),"frozenset({'beer', 'milk', 'bread'})",0.525,0.575,0.325,0.6190476190476191,1.0766045548654246,1.0,0.023125000000000007,1.115625,0.14979757085020248,0.4193548387096774,0.1036414565826332,0.5921325051759835
"frozenset({'beer', 'milk', 'bread'})",frozenset({'soda'}),0.575,0.525,0.325,0.5652173913043479,1.0766045548654246,1.0,0.023125000000000007,1.0925,0.16742081447963802,0.4193548387096774,0.08466819221967974,0.5921325051759835
"frozenset({'soda', 'beer'})",frozenset({'milk'}),0.45,0.725,0.35,0.7777777777777777,1.0727969348659003,1.0,0.023749999999999993,1.2374999999999996,0.12337662337662333,0.4242424242424242,0.19191919191919163,0.6302681992337165
frozenset({'diapers'}),"frozenset({'milk', 'beer'})",0.7,0.6,0.45,0.6428571428571429,1.0714285714285716,1.0,0.030000000000000027,1.12,0.22222222222222235,0.5294117647058825,0.10714285714285732,0.6964285714285714
"frozenset({'soda', 'chips', 'bread'})","frozenset({'diapers', 'beer'})",0.35,0.6,0.225,0.6428571428571429,1.0714285714285716,1.0,0.015000000000000013,1.12,0.10256410256410264,0.3103448275862069,0.10714285714285732,0.5089285714285714
frozenset({'pasta'}),"frozenset({'milk', 'beer'})",0.35,0.6,0.225,0.6428571428571429,1.0714285714285716,1.0,0.015000000000000013,1.12,0.10256410256410264,0.3103448275862069,0.10714285714285732,0.5089285714285714
"frozenset({'milk', 'chips', 'bread'})","frozenset({'diapers', 'beer'})",0.35,0.6,0.225,0.6428571428571429,1.0714285714285716,1.0,0.015000000000000013,1.12,0.10256410256410264,0.3103448275862069,0.10714285714285732,0.5089285714285714
"frozenset({'soda', 'chips', 'milk'})","frozenset({'diapers', 'beer'})",0.35,0.6,0.225,0.6428571428571429,1.0714285714285716,1.0,0.015000000000000013,1.12,0.10256410256410264,0.3103448275862069,0.10714285714285732,0.5089285714285714
frozenset({'diapers'}),frozenset({'beer'}),0.7,0.8,0.6,0.8571428571428572,1.0714285714285714,1.0,0.040000000000000036,1.4000000000000004,0.2222222222222224,0.6666666666666666,0.28571428571428586,0.8035714285714286
"frozenset({'diapers', 'soda', 'beer'})","frozenset({'milk', 'bread'})",0.3,0.7,0.225,0.75,1.0714285714285714,1.0,0.015000000000000013,1.2000000000000002,0.09523809523809532,0.2903225806451613,0.1666666666666668,0.5357142857142857
"frozenset({'soda', 'milk'})",frozenset({'diapers'}),0.4,0.7,0.3,0.7499999999999999,1.0714285714285714,1.0,0.020000000000000018,1.1999999999999997,0.11111111111111122,0.37499999999999994,0.1666666666666664,0.5892857142857142
"frozenset({'chips', 'bread'})",frozenset({'diapers'}),0.4,0.7,0.3,0.7499999999999999,1.0714285714285714,1.0,0.020000000000000018,1.1999999999999997,0.11111111111111122,0.37499999999999994,0.1666666666666664,0.5892857142857142
"frozenset({'beer', 'soda', 'bread'})","frozenset({'diapers', 'milk'})",0.4,0.525,0.225,0.5625,1.0714285714285714,1.0,0.014999999999999986,1.0857142857142856,0.111111111111111,0.3214285714285714,0.07894736842105259,0.4955357142857143
"frozenset({'soda', 'chips'})",frozenset({'diapers'}),0.4,0.7,0.3,0.7499999999999999,1.0714285714285714,1.0,0.020000000000000018,1.1999999999999997,0.11111111111111122,0.37499999999999994,0.1666666666666664,0.5892857142857142
"frozenset({'cereal', 'beer'})",frozenset({'diapers'}),0.3,0.7,0.225,0.75,1.0714285714285714,1.0,0.015000000000000013,1.2000000000000002,0.09523809523809532,0.2903225806451613,0.1666666666666668,0.5357142857142857
"frozenset({'diapers', 'soda', 'chips'})","frozenset({'milk', 'bread'})",0.3,0.7,0.225,0.75,1.0714285714285714,1.0,0.015000000000000013,1.2000000000000002,0.09523809523809532,0.2903225806451613,0.1666666666666668,0.5357142857142857
frozenset({'beer'}),frozenset({'diapers'}),0.8,0.7,0.6,0.7499999999999999,1.0714285714285714,1.0,0.040000000000000036,1.1999999999999997,0.3333333333333337,0.6666666666666666,0.1666666666666664,0.8035714285714286
frozenset({'bread'}),frozenset({'soda'}),0.8,0.525,0.45,0.5625,1.0714285714285714,1.0,0.02999999999999997,1.0857142857142856,0.3333333333333331,0.5142857142857141,0.07894736842105259,0.7098214285714286
"frozenset({'cereal', 'beer'})","frozenset({'milk', 'bread'})",0.3,0.7,0.225,0.75,1.0714285714285714,1.0,0.015000000000000013,1.2000000000000002,0.09523809523809532,0.2903225806451613,0.1666666666666668,0.5357142857142857
frozenset({'pasta'}),frozenset({'bread'}),0.35,0.8,0.3,0.8571428571428572,1.0714285714285714,1.0,0.020000000000000018,1.4000000000000004,0.10256410256410266,0.35294117647058826,0.28571428571428586,0.6160714285714286
"frozenset({'diapers', 'milk'})",frozenset({'beer'}),0.525,0.8,0.45,0.8571428571428571,1.0714285714285714,1.0,0.02999999999999997,1.3999999999999992,0.14035087719298234,0.5142857142857141,0.2857142857142853,0.7098214285714286
"frozenset({'milk', 'beer'})",frozenset({'diapers'}),0.6,0.7,0.45,0.75,1.0714285714285714,1.0,0.030000000000000027,1.2000000000000002,0.1666666666666668,0.5294117647058825,0.1666666666666668,0.6964285714285714
frozenset({'beer'}),"frozenset({'diapers', 'milk'})",0.8,0.525,0.45,0.5625,1.0714285714285714,1.0,0.02999999999999997,1.0857142857142856,0.3333333333333331,0.5142857142857141,0.07894736842105259,0.7098214285714286
frozenset({'soda'}),frozenset({'beer'}),0.525,0.8,0.45,0.8571428571428571,1.0714285714285714,1.0,0.02999999999999997,1.3999999999999992,0.14035087719298234,0.5142857142857141,0.2857142857142853,0.7098214285714286
frozenset({'soda'}),frozenset({'bread'}),0.525,0.8,0.45,0.8571428571428571,1.0714285714285714,1.0,0.02999999999999997,1.3999999999999992,0.14035087719298234,0.5142857142857141,0.2857142857142853,0.7098214285714286
frozenset({'beer'}),frozenset({'soda'}),0.8,0.525,0.45,0.5625,1.0714285714285714,1.0,0.02999999999999997,1.0857142857142856,0.3333333333333331,0.5142857142857141,0.07894736842105259,0.7098214285714286
frozenset({'banana'}),"frozenset({'bread', 'milk', 'beer'})",0.325,0.575,0.2,0.6153846153846154,1.0702341137123748,1.0,0.013125000000000026,1.1050000000000002,0.0972222222222224,0.28571428571428575,0.09502262443438932,0.4816053511705686
frozenset({'beer'}),"frozenset({'diapers', 'milk', 'bread'})",0.8,0.5,0.425,0.53125,1.0625,1.0,0.024999999999999967,1.0666666666666667,0.2941176470588232,0.4857142857142857,0.0625,0.690625
"frozenset({'diapers', 'milk', 'bread'})",frozenset({'beer'}),0.5,0.8,0.425,0.85,1.0625,1.0,0.024999999999999967,1.3333333333333328,0.11764705882352926,0.4857142857142857,0.24999999999999972,0.690625
frozenset({'apple'}),frozenset({'milk'}),0.325,0.725,0.25,0.7692307692307692,1.0610079575596816,1.0,0.014374999999999999,1.1916666666666664,0.08518518518518517,0.3125,0.16083916083916067,0.5570291777188329
frozenset({'banana'}),frozenset({'milk'}),0.325,0.725,0.25,0.7692307692307692,1.0610079575596816,1.0,0.014374999999999999,1.1916666666666664,0.08518518518518517,0.3125,0.16083916083916067,0.5570291777188329
frozenset({'chips'}),"frozenset({'milk', 'beer'})",0.55,0.6,0.35,0.6363636363636362,1.0606060606060606,1.0,0.019999999999999962,1.0999999999999996,0.12698412698412676,0.4375,0.09090909090909066,0.6098484848484849
"frozenset({'milk', 'beer'})",frozenset({'chips'}),0.6,0.55,0.35,0.5833333333333334,1.0606060606060606,1.0,0.019999999999999962,1.08,0.1428571428571426,0.4375,0.07407407407407407,0.6098484848484849
"frozenset({'soda', 'beer'})","frozenset({'diapers', 'milk'})",0.45,0.525,0.25,0.5555555555555556,1.0582010582010581,1.0,0.013749999999999984,1.06875,0.09999999999999988,0.3448275862068965,0.06432748538011697,0.5158730158730158
"frozenset({'diapers', 'milk', 'beer'})",frozenset({'soda'}),0.45,0.525,0.25,0.5555555555555556,1.0582010582010581,1.0,0.013749999999999984,1.06875,0.09999999999999988,0.3448275862068965,0.06432748538011697,0.5158730158730158
frozenset({'cereal'}),frozenset({'bread'}),0.325,0.8,0.275,0.8461538461538461,1.0576923076923077,1.0,0.015000000000000013,1.2999999999999996,0.08080808080808086,0.3235294117647059,0.23076923076923056,0.5949519230769231
frozenset({'banana'}),frozenset({'beer'}),0.325,0.8,0.275,0.8461538461538461,1.0576923076923077,1.0,0.015000000000000013,1.2999999999999996,0.08080808080808086,0.3235294117647059,0.23076923076923056,0.5949519230769231
"frozenset({'beer', 'milk', 'bread'})",frozenset({'diapers'}),0.575,0.7,0.425,0.7391304347826088,1.0559006211180126,1.0,0.02250000000000002,1.1500000000000004,0.12456747404844301,0.5000000000000001,0.13043478260869598,0.673136645962733
frozenset({'diapers'}),"frozenset({'beer', 'milk', 'bread'})",0.7,0.575,0.425,0.6071428571428572,1.0559006211180126,1.0,0.02250000000000002,1.081818181818182,0.17647058823529427,0.5000000000000001,0.07563025210084058,0.673136645962733
frozenset({'beer'}),frozenset({'bread'}),0.8,0.8,0.675,0.84375,1.0546875,1.0,0.03499999999999992,1.2799999999999998,0.2592592592592587,0.7297297297297297,0.21874999999999983,0.84375
frozenset({'bread'}),frozenset({'beer'}),0.8,0.8,0.675,0.84375,1.0546875,1.0,0.03499999999999992,1.2799999999999998,0.2592592592592587,0.7297297297297297,0.21874999999999983,0.84375
"frozenset({'chips', 'beer'})","frozenset({'diapers', 'bread'})",0.475,0.55,0.275,0.5789473684210527,1.0526315789473684,1.0,0.01375000000000004,1.0687499999999999,0.0952380952380955,0.36666666666666675,0.06432748538011691,0.5394736842105263
"frozenset({'diapers', 'bread'})","frozenset({'chips', 'beer'})",0.55,0.475,0.275,0.5,1.0526315789473684,1.0,0.01375000000000004,1.05,0.11111111111111144,0.36666666666666675,0.04761904761904766,0.5394736842105263
"frozenset({'beer', 'diapers', 'bread'})",frozenset({'chips'}),0.475,0.55,0.275,0.5789473684210527,1.0526315789473684,1.0,0.01375000000000004,1.0687499999999999,0.0952380952380955,0.36666666666666675,0.06432748538011691,0.5394736842105263
frozenset({'chips'}),"frozenset({'beer', 'diapers', 'bread'})",0.55,0.475,0.275,0.5,1.0526315789473684,1.0,0.01375000000000004,1.05,0.11111111111111144,0.36666666666666675,0.04761904761904766,0.5394736842105263
